!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'					
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Compound:Identifiers:kegg.compound
catalytic rate constant geometric mean	R_CTPS2		11.25	1/s	
catalytic rate constant geometric mean	R_NDPK7		2.321	1/s	
catalytic rate constant geometric mean	R_TRPS3		5.451	1/s	
catalytic rate constant geometric mean	R_ADK1		8.286	1/s	
catalytic rate constant geometric mean	R_NDPK2		7.847	1/s	
catalytic rate constant geometric mean	R_NDPK4		2.828	1/s	
catalytic rate constant geometric mean	R_ACODA		14.28	1/s	
catalytic rate constant geometric mean	R_ADSS		6.991	1/s	
catalytic rate constant geometric mean	R_ASNS2		23.88	1/s	
catalytic rate constant geometric mean	R_ASPCT		85.58	1/s	
catalytic rate constant geometric mean	R_MCOATA		0.5776	1/s	
catalytic rate constant geometric mean	R_DAPE		14.14	1/s	
catalytic rate constant geometric mean	R_DHDPRy		4.895	1/s	
catalytic rate constant geometric mean	R_HSK		749.4	1/s	
catalytic rate constant geometric mean	R_SDPTA		2.53	1/s	
catalytic rate constant geometric mean	R_THRS		70.27	1/s	
catalytic rate constant geometric mean	R_HSST		114.8	1/s	
catalytic rate constant geometric mean	R_PPNDH		167.6	1/s	
catalytic rate constant geometric mean	R_DTMPK		2.519	1/s	
catalytic rate constant geometric mean	R_NDPK1		5.864	1/s	
catalytic rate constant geometric mean	R_TRDR		2.572	1/s	
catalytic rate constant geometric mean	R_DDPA		103.6	1/s	
catalytic rate constant geometric mean	R_MALS		35.64	1/s	
catalytic rate constant geometric mean	R_NADTRHD		12.02	1/s	
catalytic rate constant geometric mean	R_G3PD2		58.43	1/s	
catalytic rate constant geometric mean	R_GMPS2		3.705	1/s	
catalytic rate constant geometric mean	R_AACPS3		2.945	1/s	
catalytic rate constant geometric mean	R_P5CR		8.469	1/s	
catalytic rate constant geometric mean	R_G5SADs		3.409	1/s	
catalytic rate constant geometric mean	R_AKGDH		29.1	1/s	
catalytic rate constant geometric mean	R_ATPPRT		15.37	1/s	
catalytic rate constant geometric mean	R_HISTD		7.262	1/s	
catalytic rate constant geometric mean	R_DHDPS		53.01	1/s	
catalytic rate constant geometric mean	R_IGPDH		24.58	1/s	
catalytic rate constant geometric mean	R_PRPPS		14.39	1/s	
catalytic rate constant geometric mean	R_PRATPP		32.19	1/s	
catalytic rate constant geometric mean	R_GLUN		5.784	1/s	
catalytic rate constant geometric mean	R_PRMICI		4.239	1/s	
catalytic rate constant geometric mean	R_GLUPRT		187.2	1/s	
catalytic rate constant geometric mean	R_SERAT		8.195	1/s	
catalytic rate constant geometric mean	R_CYSS		162.1	1/s	
catalytic rate constant geometric mean	R_BPNT		46.15	1/s	
catalytic rate constant geometric mean	R_PAPSR		51.24	1/s	
catalytic rate constant geometric mean	R_ASPK		3.788	1/s	
catalytic rate constant geometric mean	R_ASAD		4.317	1/s	
catalytic rate constant geometric mean	R_DAPDC		57.6	1/s	
catalytic rate constant geometric mean	R_OCBT		4.184	1/s	
catalytic rate constant geometric mean	R_GARFT		24.96	1/s	
catalytic rate constant geometric mean	R_PHETA1		3.129	1/s	
catalytic rate constant geometric mean	R_PPND		198.4	1/s	
catalytic rate constant geometric mean	R_PRAMPC		30.51	1/s	
catalytic rate constant geometric mean	R_GLYCK2		8.208	1/s	
catalytic rate constant geometric mean	R_ACOTA		6.785	1/s	
catalytic rate constant geometric mean	R_SULR		5.063	1/s	
catalytic rate constant geometric mean	R_PRAGSr		5.048	1/s	
catalytic rate constant geometric mean	R_PRFGS		12.78	1/s	
catalytic rate constant geometric mean	R_PSERT		23.52	1/s	
catalytic rate constant geometric mean	R_AIRC2		100	1/s	
catalytic rate constant geometric mean	R_GAPD		32.01	1/s	
catalytic rate constant geometric mean	R_GND		37.67	1/s	
catalytic rate constant geometric mean	R_G6PDH2r		27.76	1/s	
catalytic rate constant geometric mean	R_ME2		26.69	1/s	
catalytic rate constant geometric mean	R_ARGSL		4.281	1/s	
catalytic rate constant geometric mean	R_CBPS		13.64	1/s	
catalytic rate constant geometric mean	R_GLU5K		6.748	1/s	
catalytic rate constant geometric mean	R_IPPS		16.05	1/s	
catalytic rate constant geometric mean	R_ACOATA		0.8077	1/s	
catalytic rate constant geometric mean	R_ACtex		4.346	1/s	
catalytic rate constant geometric mean	R_ACALDtex		4.629	1/s	
catalytic rate constant geometric mean	R_PSP_L		194.6	1/s	
catalytic rate constant geometric mean	R_ADSK		47.54	1/s	
catalytic rate constant geometric mean	R_SUCCt2_2pp		4.56	1/s	
catalytic rate constant geometric mean	R_HSDy		2.532	1/s	
catalytic rate constant geometric mean	R_CYSTL		17.27	1/s	
catalytic rate constant geometric mean	R_SHSL1		1416	1/s	
catalytic rate constant geometric mean	R_SULabcpp		3.956	1/s	
catalytic rate constant geometric mean	R_GLUtex		4.273	1/s	
catalytic rate constant geometric mean	R_AKGt2rpp		4.337	1/s	
catalytic rate constant geometric mean	R_XYLt2pp		4.864	1/s	
catalytic rate constant geometric mean	R_GLYCtex		4.682	1/s	
catalytic rate constant geometric mean	R_Htex		3.198	1/s	
catalytic rate constant geometric mean	R_H2Otex		4.152	1/s	
catalytic rate constant geometric mean	R_O2tpp		6.351	1/s	
catalytic rate constant geometric mean	R_PYRt2rpp		4.615	1/s	
catalytic rate constant geometric mean	R_THD2pp		3.88	1/s	
catalytic rate constant geometric mean	R_TKT2		5.437	1/s	
catalytic rate constant geometric mean	R_ATPS4rpp		39.35	1/s	
catalytic rate constant geometric mean	R_CO2tpp		3.497	1/s	
catalytic rate constant geometric mean	R_GK1		10.37	1/s	
catalytic rate constant geometric mean	R_GLCNtex		4.812	1/s	
catalytic rate constant geometric mean	R_GLNtex		3.928	1/s	
catalytic rate constant geometric mean	R_O2tex		6.339	1/s	
catalytic rate constant geometric mean	R_D_LACtex		4.744	1/s	
catalytic rate constant geometric mean	R_GLCtex_copy1		4.551	1/s	
catalytic rate constant geometric mean	R_FUMt2_2pp		4.551	1/s	
catalytic rate constant geometric mean	R_PItex		3.923	1/s	
catalytic rate constant geometric mean	R_CYTBDpp		4.083	1/s	
catalytic rate constant geometric mean	R_CYTBD2pp		7.294	1/s	
catalytic rate constant geometric mean	R_ACALDtpp		4.63	1/s	
catalytic rate constant geometric mean	R_ACt2rpp		4.373	1/s	
catalytic rate constant geometric mean	R_METS		8.647	1/s	
catalytic rate constant geometric mean	R_EX_glyc__R_e		4.494	1/s	
catalytic rate constant geometric mean	R_FRUtex		4.577	1/s	
catalytic rate constant geometric mean	R_FUMtex		4.568	1/s	
catalytic rate constant geometric mean	R_PRASCSi		57.64	1/s	
catalytic rate constant geometric mean	R_MTHFC		17.14	1/s	
catalytic rate constant geometric mean	R_MTHFD		14.3	1/s	
catalytic rate constant geometric mean	R_XYLtex		5.317	1/s	
catalytic rate constant geometric mean	R_FORtppi		4.692	1/s	
catalytic rate constant geometric mean	R_PYRtex		4.631	1/s	
catalytic rate constant geometric mean	R_SO4tex		4.566	1/s	
catalytic rate constant geometric mean	R_SUCCtex		4.074	1/s	
catalytic rate constant geometric mean	R_GRXR		7.559	1/s	
catalytic rate constant geometric mean	R_RNDR1b		0.8087	1/s	
catalytic rate constant geometric mean	R_RNDR2b		1.717	1/s	
catalytic rate constant geometric mean	R_MALt2_2pp		4.499	1/s	
catalytic rate constant geometric mean	R_NH4tpp		4.25	1/s	
catalytic rate constant geometric mean	R_NH4tex		4.251	1/s	
catalytic rate constant geometric mean	R_RIBabcpp		4.476	1/s	
catalytic rate constant geometric mean	R_GLYCAt2rpp		4.769	1/s	
catalytic rate constant geometric mean	R_GLYCAtex		4.813	1/s	
catalytic rate constant geometric mean	R_GLYCtpp		4.493	1/s	
catalytic rate constant geometric mean	R_H2Otpp		4.151	1/s	
catalytic rate constant geometric mean	R_GLNabcpp		4.028	1/s	
catalytic rate constant geometric mean	R_CO2tex		3.501	1/s	
catalytic rate constant geometric mean	R_GLUt2rpp		4.31	1/s	
catalytic rate constant geometric mean	R_ACGK		11.23	1/s	
catalytic rate constant geometric mean	R_GNK		56.77	1/s	
catalytic rate constant geometric mean	R_GLUDy		7.547	1/s	
catalytic rate constant geometric mean	R_GLCNt2rpp		4.769	1/s	
catalytic rate constant geometric mean	R_GLCptspp		4.548	1/s	
catalytic rate constant geometric mean	R_EX_h2o_e		5.284	1/s	
catalytic rate constant geometric mean	R_HSTPT		4.239	1/s	
catalytic rate constant geometric mean	R_THDPS		0.4733	1/s	
catalytic rate constant geometric mean	R_ATPM		3.833	1/s	
catalytic rate constant geometric mean	R_THRD_L		779.4	1/s	
catalytic rate constant geometric mean	R_ETOHtex		4.786	1/s	
catalytic rate constant geometric mean	R_RNDR2		7.918	1/s	
catalytic rate constant geometric mean	R_DHFR		0.8063	1/s	
catalytic rate constant geometric mean	R_PRAIi		8.683	1/s	
catalytic rate constant geometric mean	R_EX_mal__L_e		4.862	1/s	
catalytic rate constant geometric mean	R_TYRTA		1.639	1/s	
catalytic rate constant geometric mean	R_SHKK		48.43	1/s	
catalytic rate constant geometric mean	R_EX_so4_e		4.761	1/s	
catalytic rate constant geometric mean	R_GLUSy		3.444	1/s	
catalytic rate constant geometric mean	R_OMCDC		4.449	1/s	
catalytic rate constant geometric mean	R_IG3PS		18.97	1/s	
catalytic rate constant geometric mean	R_PDH		58.13	1/s	
catalytic rate constant geometric mean	R_MTHFR2		2.719	1/s	
catalytic rate constant geometric mean	R_EX_nh4_e		5.15	1/s	
catalytic rate constant geometric mean	R_DUTPDP		0.3611	1/s	
catalytic rate constant geometric mean	R_NTP5		30.44	1/s	
catalytic rate constant geometric mean	R_FORt2pp		4.849	1/s	
catalytic rate constant geometric mean	R_EX_etoh_e		4.522	1/s	
catalytic rate constant geometric mean	R_GLNS		38.94	1/s	
catalytic rate constant geometric mean	R_ACGS		76.62	1/s	
catalytic rate constant geometric mean	R_SUCOAS		9.513	1/s	
catalytic rate constant geometric mean	R_PRAIS		18.08	1/s	
catalytic rate constant geometric mean	R_AACPS8		4.012	1/s	
catalytic rate constant geometric mean	R_AACPS9		0.0915	1/s	
catalytic rate constant geometric mean	R_AACPS6		3.199	1/s	
catalytic rate constant geometric mean	R_AACPS7		1.831	1/s	
catalytic rate constant geometric mean	R_HISTP		5.124	1/s	
catalytic rate constant geometric mean	R_LDH_D		4.846	1/s	
catalytic rate constant geometric mean	R_KAS15		11.1	1/s	
catalytic rate constant geometric mean	R_T2DECAI		0.6436	1/s	
catalytic rate constant geometric mean	R_3OAS161		2.158	1/s	
catalytic rate constant geometric mean	R_DHQS		10000	1/s	
catalytic rate constant geometric mean	R_EAR161x		1.779	1/s	
catalytic rate constant geometric mean	R_PGCD		39.87	1/s	
catalytic rate constant geometric mean	R_MALtex		4.479	1/s	
catalytic rate constant geometric mean	R_3OAS141		2.16	1/s	
catalytic rate constant geometric mean	R_3OAR121		3.23	1/s	
catalytic rate constant geometric mean	R_ADSL1r		1.338	1/s	
catalytic rate constant geometric mean	R_AICART		3.332	1/s	
catalytic rate constant geometric mean	R_D_LACt2pp		4.711	1/s	
catalytic rate constant geometric mean	R_RIBtex		4.592	1/s	
catalytic rate constant geometric mean	R_FRUpts2pp		4.569	1/s	
catalytic rate constant geometric mean	R_FORtex		4.555	1/s	
catalytic rate constant geometric mean	R_PFK		245.2	1/s	
catalytic rate constant geometric mean	R_PGM		90.69	1/s	
catalytic rate constant geometric mean	R_CYTBO3_4pp		42.22	1/s	
catalytic rate constant geometric mean	R_EAR141x		1.772	1/s	
catalytic rate constant geometric mean	R_EAR181x		0.8167	1/s	
catalytic rate constant geometric mean	R_TPI		124	1/s	
catalytic rate constant geometric mean	R_RPI		8.413	1/s	
catalytic rate constant geometric mean	R_3OAR120		1.754	1/s	
catalytic rate constant geometric mean	R_3HAD80		3.46	1/s	
catalytic rate constant geometric mean	R_3HAD120		3.459	1/s	
catalytic rate constant geometric mean	R_EAR180x		2.74	1/s	
catalytic rate constant geometric mean	R_AKGtex		4.304	1/s	
catalytic rate constant geometric mean	R_SO4t2pp		4.796	1/s	
catalytic rate constant geometric mean	R_EAR180y		2.106	1/s	
catalytic rate constant geometric mean	R_ACONTb		20.57	1/s	
catalytic rate constant geometric mean	R_3HAD161		3.444	1/s	
catalytic rate constant geometric mean	R_SUCDi		167.4	1/s	
catalytic rate constant geometric mean	R_ASNS1		20.74	1/s	
catalytic rate constant geometric mean	R_EAR80y		2.337	1/s	
catalytic rate constant geometric mean	R_EAR120y		2.376	1/s	
catalytic rate constant geometric mean	R_3OAR181		1.419	1/s	
catalytic rate constant geometric mean	R_3HAD121		3.444	1/s	
catalytic rate constant geometric mean	R_EX_o2_e		3.32	1/s	
catalytic rate constant geometric mean	R_EAR140x		1.79	1/s	
catalytic rate constant geometric mean	R_3OAS181		1.638	1/s	
catalytic rate constant geometric mean	R_3OAS140		2.084	1/s	
catalytic rate constant geometric mean	R_3OAR140		1.681	1/s	
catalytic rate constant geometric mean	R_EAR160y		2.162	1/s	
catalytic rate constant geometric mean	R_3OAR160		1.309	1/s	
catalytic rate constant geometric mean	R_3HAD181		3.445	1/s	
catalytic rate constant geometric mean	R_EAR100y		2.383	1/s	
catalytic rate constant geometric mean	R_3OAR141		3.228	1/s	
catalytic rate constant geometric mean	R_3OAR161		3.223	1/s	
catalytic rate constant geometric mean	R_3HAD141		3.444	1/s	
catalytic rate constant geometric mean	R_EAR121x		1.774	1/s	
catalytic rate constant geometric mean	R_ACONTa		23.76	1/s	
catalytic rate constant geometric mean	R_3HAD40		3.455	1/s	
catalytic rate constant geometric mean	R_3OAS60		3.189	1/s	
catalytic rate constant geometric mean	R_3OAS160		3.162	1/s	
catalytic rate constant geometric mean	R_3OAR60		2.906	1/s	
catalytic rate constant geometric mean	R_3OAR80		2.907	1/s	
catalytic rate constant geometric mean	R_EAR100x		2.237	1/s	
catalytic rate constant geometric mean	R_EAR120x		2.23	1/s	
catalytic rate constant geometric mean	R_EAR160x		1.714	1/s	
catalytic rate constant geometric mean	R_EAR140y		2.386	1/s	
catalytic rate constant geometric mean	R_3OAS121		2.161	1/s	
catalytic rate constant geometric mean	R_3OAS80		3.21	1/s	
catalytic rate constant geometric mean	R_3OAS100		3.209	1/s	
catalytic rate constant geometric mean	R_3OAS120		3.214	1/s	
catalytic rate constant geometric mean	R_3OAR40		2.077	1/s	
catalytic rate constant geometric mean	R_3OAR100		2.906	1/s	
catalytic rate constant geometric mean	R_3HAD60		3.896	1/s	
catalytic rate constant geometric mean	R_3HAD100		3.459	1/s	
catalytic rate constant geometric mean	R_3HAD140		3.775	1/s	
catalytic rate constant geometric mean	R_3HAD160		3.89	1/s	
catalytic rate constant geometric mean	R_EAR40x		3.361	1/s	
catalytic rate constant geometric mean	R_EAR60y		2.332	1/s	
catalytic rate constant geometric mean	R_EAR60x		3.655	1/s	
catalytic rate constant geometric mean	R_EAR80x		3.663	1/s	
catalytic rate constant geometric mean	R_3OAR180		0.8701	1/s	
catalytic rate constant geometric mean	R_3OAS180		2.852	1/s	
catalytic rate constant geometric mean	R_3HAD180		3.448	1/s	
catalytic rate constant geometric mean	R_NADH16pp		45.77	1/s	
catalytic rate constant geometric mean	R_FA160ACPHi		36.55	1/s	
catalytic rate constant geometric mean	R_FA120ACPHi		34.6	1/s	
catalytic rate constant geometric mean	R_FA80ACPHi		30.93	1/s	
catalytic rate constant geometric mean	R_FA140ACPHi		35.19	1/s	
catalytic rate constant geometric mean	R_FA100ACPHi		37.74	1/s	
catalytic rate constant geometric mean	R_ETOHtrpp		4.787	1/s	
catalytic rate constant geometric mean	R_ACPPAT161		2.294	1/s	
catalytic rate constant geometric mean	R_ACPPAT180		3.04	1/s	
catalytic rate constant geometric mean	R_RNTR1c2		3.009	1/s	
catalytic rate constant geometric mean	R_RNTR2c2		2.946	1/s	
catalytic rate constant geometric mean	R_FLDR2		11.71	1/s	
catalytic rate constant geometric mean	R_VPAMTr		9.278	1/s	
catalytic rate constant geometric mean	R_ACPPAT181		2.21	1/s	
catalytic rate constant geometric mean	R_APH161		4.642	1/s	
catalytic rate constant geometric mean	R_APH180		4.943	1/s	
catalytic rate constant geometric mean	R_APH181		4.641	1/s	
catalytic rate constant geometric mean	R_PIt2rpp		4.589	1/s	
catalytic rate constant geometric mean	R_PItpp		5.105	1/s	
catalytic rate constant geometric mean	R_SUCCt1pp		4.074	1/s	
catalytic rate constant geometric mean	R_RBIO		5.045	1/s	
Michaelis constant	R_FBA	M_dhap_c	0.08189	mM	compou
Michaelis constant	R_G3PD2	M_dhap_c	0.0338	mM	compou
Michaelis constant	R_TPI	M_dhap_c	11.67	mM	compou
Michaelis constant	R_RBIO	M_dhap_c	0.0523	mM	compou
Michaelis constant	R_ATPPRT	M_prbatp_c	0.5529	mM	compou
Michaelis constant	R_PRATPP	M_prbatp_c	0.0001557	mM	compou
Michaelis constant	R_GARFT	M_10fthf_c	0.004791	mM	compou
Michaelis constant	R_MTHFC	M_10fthf_c	0.02666	mM	compou
Michaelis constant	R_AICART	M_10fthf_c	0.01981	mM	compou
Michaelis constant	R_EX_co2_e	M_co2_e	1.84	mM	compou
Michaelis constant	R_CO2tex	M_co2_e	0.0001998	mM	compou
Michaelis constant	R_EX_akg_e	M_akg_e	0.0507	mM	compou
Michaelis constant	R_AKGtex	M_akg_e	0.004647	mM	compou
Michaelis constant	R_ENO	M_2pg_c	0.0001577	mM	compou
Michaelis constant	R_GLYCK2	M_2pg_c	0.09902	mM	compou
Michaelis constant	R_PGM	M_2pg_c	0.004064	mM	compou
Michaelis constant	R_PGK	M_13dpg_c	0.00161	mM	compou
Michaelis constant	R_GAPD	M_13dpg_c	0.139	mM	compou
Michaelis constant	R_PRATPP	M_prbamp_c	0.6422	mM	compou
Michaelis constant	R_PRAMPC	M_prbamp_c	0.0001832	mM	compou
Michaelis constant	R_PRFGS	M_fpram_c	0.03226	mM	
Michaelis constant	R_PRAIS	M_fpram_c	0.002072	mM	
Michaelis constant	R_THRS	M_thr__L_c	0.9847	mM	compou
Michaelis constant	R_THRD_L	M_thr__L_c	57.32	mM	compou
Michaelis constant	R_RBIO	M_thr__L_c	0.0523	mM	compou
Michaelis constant	R_FUMt2_2pp	M_fum_p	0.01086	mM	compou
Michaelis constant	R_FUMtex	M_fum_p	0.008688	mM	compou
Michaelis constant	R_RNTR1c2	M_flxr_c	0.008361	mM	
Michaelis constant	R_RNTR2c2	M_flxr_c	0.01049	mM	
Michaelis constant	R_FLDR2	M_flxr_c	0.09962	mM	
Michaelis constant	R_EX_gln__L_e	M_gln__L_e	0.05495	mM	compou
Michaelis constant	R_GLNtex	M_gln__L_e	0.001153	mM	compou
Michaelis constant	R_3OAS60	M_3ohexACP_c	0.008755	mM	compou
Michaelis constant	R_3OAR60	M_3ohexACP_c	0.01186	mM	compou
Michaelis constant	R_3OAR121	M_3ocddec5eACP_c	0.02517	mM	
Michaelis constant	R_3OAS121	M_3ocddec5eACP_c	0.005524	mM	
Michaelis constant	R_RBK	M_r5p_c	1.86	mM	compou
Michaelis constant	R_TKT1	M_r5p_c	353.9	mM	compou
Michaelis constant	R_PRPPS	M_r5p_c	0.0004517	mM	compou
Michaelis constant	R_RPI	M_r5p_c	1.424	mM	compou
Michaelis constant	R_ICDHyr	M_akg_c	0.09928	mM	compou
Michaelis constant	R_ALATA_L	M_akg_c	0.007525	mM	compou
Michaelis constant	R_ASPTA	M_akg_c	0.5105	mM	compou
Michaelis constant	R_ILETA	M_akg_c	1.325	mM	compou
Michaelis constant	R_VALTA	M_akg_c	1.366	mM	compou
Michaelis constant	R_LEUTAi	M_akg_c	1.357	mM	compou
Michaelis constant	R_SDPTA	M_akg_c	0.1033	mM	compou
Michaelis constant	R_AKGDH	M_akg_c	0.002281	mM	compou
Michaelis constant	R_PHETA1	M_akg_c	0.9258	mM	compou
Michaelis constant	R_ACOTA	M_akg_c	2.241	mM	compou
Michaelis constant	R_PSERT	M_akg_c	0.02619	mM	compou
Michaelis constant	R_AKGt2rpp	M_akg_c	0.01914	mM	compou
Michaelis constant	R_GLUDy	M_akg_c	0.01373	mM	compou
Michaelis constant	R_HSTPT	M_akg_c	0.003342	mM	compou
Michaelis constant	R_TYRTA	M_akg_c	0.8986	mM	compou
Michaelis constant	R_GLUSy	M_akg_c	0.01441	mM	compou
Michaelis constant	R_ACKr	M_ac_c	0.05102	mM	compou
Michaelis constant	R_ACODA	M_ac_c	0.03948	mM	compou
Michaelis constant	R_CYSS	M_ac_c	52.3	mM	compou
Michaelis constant	R_ACt2rpp	M_ac_c	0.01691	mM	compou
Michaelis constant	R_RBIO	M_ac_c	0.001912	mM	compou
Michaelis constant	R_AACPS8	M_dca_c	0.0028	mM	
Michaelis constant	R_FA100ACPHi	M_dca_c	0.06359	mM	
Michaelis constant	R_ARGSS	M_citr__L_c	0.008873	mM	compou
Michaelis constant	R_OCBT	M_citr__L_c	127.1	mM	compou
Michaelis constant	R_PPND	M_34hpp_c	37.59	mM	compou
Michaelis constant	R_TYRTA	M_34hpp_c	0.01565	mM	compou
Michaelis constant	R_PPCK	M_pep_c	1.93	mM	compou
Michaelis constant	R_PYK	M_pep_c	0.01038	mM	compou
Michaelis constant	R_PSCVT	M_pep_c	0.5798	mM	compou
Michaelis constant	R_ENO	M_pep_c	0.6341	mM	compou
Michaelis constant	R_PPS	M_pep_c	0.05558	mM	compou
Michaelis constant	R_PPC	M_pep_c	0.08978	mM	compou
Michaelis constant	R_DDPA	M_pep_c	2.163	mM	compou
Michaelis constant	R_GLCptspp	M_pep_c	0.01074	mM	compou
