!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
Michaelis constant	R_3OAS160	M_co2_c	0.008352	mM		C00011
Michaelis constant	R_3OAS121	M_co2_c	0.005374	mM		C00011
Michaelis constant	R_3OAS80	M_co2_c	0.008619	mM		C00011
Michaelis constant	R_3OAS100	M_co2_c	0.008574	mM		C00011
Michaelis constant	R_3OAS120	M_co2_c	0.008848	mM		C00011
Michaelis constant	R_3OAS180	M_co2_c	0.005951	mM		C00011
Michaelis constant	R_RBIO	M_co2_c	0.001989	mM		C00011
Michaelis constant	R_PItex	M_pi_p	0.1017	mM		C00009
Michaelis constant	R_PIt2rpp	M_pi_p	0.01113	mM		C00009
Michaelis constant	R_PItpp	M_pi_p	0.001598	mM		C00009
Michaelis constant	R_EX_fum_e	M_fum_e	0.01962	mM		C00122
Michaelis constant	R_FUMtex	M_fum_e	0.01248	mM		C00122
Michaelis constant	R_EX_acald_e	M_acald_e	0.01535	mM		C00084
Michaelis constant	R_ACALDtex	M_acald_e	0.01561	mM		C00084
Michaelis constant	R_ETOHtex	M_etoh_p	0.003844	mM		C00469
Michaelis constant	R_ETOHtrpp	M_etoh_p	0.02618	mM		C00469
Michaelis constant	R_GTHOr	M_gthox_c	0.006819	mM	R00115	C00127
Michaelis constant	R_GRXR	M_gthox_c	0.009588	mM		C00127
Michaelis constant	R_GARFT	M_gar_c	0.004894	mM	R04325	C03838
Michaelis constant	R_PRAGSr	M_gar_c	0.8649	mM	R04144	C03838
Michaelis constant	R_3HAD40	M_3haACP_c	0.007125	mM		C01271
Michaelis constant	R_3OAR40	M_3haACP_c	0.005854	mM		C01271
Michaelis constant	R_3OAR80	M_3ooctACP_c	0.01215	mM	R04536	C05750
Michaelis constant	R_3OAS80	M_3ooctACP_c	0.008619	mM		C05750
Michaelis constant	R_3OAS141	M_3ocmrs7eACP_c	0.005377	mM		
Michaelis constant	R_3OAR141	M_3ocmrs7eACP_c	0.02594	mM		
Michaelis constant	R_AGPR	M_acg5p_c	0.3157	mM	R03443	C04133
Michaelis constant	R_ACGK	M_acg5p_c	0.05325	mM	R02649	C04133
Michaelis constant	R_ASPK	M_4pasp_c	0.07908	mM	R00480	C03082
Michaelis constant	R_ASAD	M_4pasp_c	1.097	mM	R02291	C03082
Michaelis constant	R_G5SD	M_glu5p_c	0.04857	mM	R03313	C03287
Michaelis constant	R_GLU5K	M_glu5p_c	0.003724	mM	R00239	C03287
Michaelis constant	R_H2Otex	M_h2o_e	0.00482	mM		C00001
Michaelis constant	R_EX_h2o_e	M_h2o_e	0.05579	mM		C00001
Michaelis constant	R_DHDPRy	M_23dhdp_c	0.03931	mM		C03340
Michaelis constant	R_DHDPS	M_23dhdp_c	2.848	mM		C03340
Michaelis constant	R_ILETA	M_3mop_c	0.3411	mM	R02199	C00671
Michaelis constant	R_DHAD2	M_3mop_c	2.951	mM	R05070	C00671
Michaelis constant	R_NDPK5	M_dgtp_c	0.01172	mM	R01857	C00286
Michaelis constant	R_RNTR2c2	M_dgtp_c	0.008386	mM		C00286
Michaelis constant	R_RBIO	M_dgtp_c	0.05029	mM		C00286
Michaelis constant	R_EX_rib__D_e	M_rib__D_e	0.03607	mM		C00121
Michaelis constant	R_RIBtex	M_rib__D_e	0.007169	mM		C00121
Michaelis constant	R_ADSS	M_dcamp_c	0.2686	mM	R01135	C03794
Michaelis constant	R_ADSL1r	M_dcamp_c	0.001834	mM	R01083	C03794
Michaelis constant	R_AACPS1	M_myrsACP_c	0.03992	mM		
Michaelis constant	R_EAR140x	M_myrsACP_c	0.006277	mM		
Michaelis constant	R_3OAS160	M_myrsACP_c	0.01197	mM		
Michaelis constant	R_EAR140y	M_myrsACP_c	0.004547	mM		
Michaelis constant	R_FA140ACPHi	M_myrsACP_c	0.001039	mM		
Michaelis constant	R_KAS14	M_ACP_c	0.007211	mM	R04355	C00229
Michaelis constant	R_AACPS1	M_ACP_c	0.002505	mM		C00229
Michaelis constant	R_MCOATA	M_ACP_c	0.007588	mM	R01626	C00229
Michaelis constant	R_AACPS3	M_ACP_c	0.001868	mM		C00229
Michaelis constant	R_ACOATA	M_ACP_c	0.01361	mM	R01624	C00229
Michaelis constant	R_AACPS8	M_ACP_c	0.001437	mM		C00229
Michaelis constant	R_AACPS9	M_ACP_c	0.007756	mM		C00229
Michaelis constant	R_AACPS6	M_ACP_c	0.003897	mM		C00229
Michaelis constant	R_AACPS7	M_ACP_c	0.003255	mM		C00229
Michaelis constant	R_3OAS161	M_ACP_c	0.005388	mM		C00229
Michaelis constant	R_3OAS141	M_ACP_c	0.005377	mM		C00229
Michaelis constant	R_3OAS181	M_ACP_c	0.004967	mM		C00229
Michaelis constant	R_3OAS140	M_ACP_c	0.00799	mM		C00229
Michaelis constant	R_3OAS60	M_ACP_c	0.00849	mM		C00229
Michaelis constant	R_3OAS160	M_ACP_c	0.008352	mM		C00229
Michaelis constant	R_3OAS121	M_ACP_c	0.005374	mM		C00229
Michaelis constant	R_3OAS80	M_ACP_c	0.008619	mM		C00229
Michaelis constant	R_3OAS100	M_ACP_c	0.008574	mM		C00229
Michaelis constant	R_3OAS120	M_ACP_c	0.008848	mM		C00229
Michaelis constant	R_3OAS180	M_ACP_c	0.005951	mM		C00229
Michaelis constant	R_FA160ACPHi	M_ACP_c	0.1079	mM		C00229
Michaelis constant	R_FA120ACPHi	M_ACP_c	0.08694	mM		C00229
Michaelis constant	R_FA80ACPHi	M_ACP_c	0.06214	mM		C00229
Michaelis constant	R_FA140ACPHi	M_ACP_c	0.09624	mM		C00229
Michaelis constant	R_FA100ACPHi	M_ACP_c	0.1189	mM		C00229
Michaelis constant	R_ACPPAT161	M_ACP_c	0.00519	mM		C00229
Michaelis constant	R_ACPPAT180	M_ACP_c	0.01343	mM		C00229
Michaelis constant	R_ACPPAT181	M_ACP_c	0.005125	mM		C00229
Michaelis constant	R_RBIO	M_ACP_c	0.001989	mM		C00229
Michaelis constant	R_AACPS3	M_palmACP_c	0.05354	mM		
Michaelis constant	R_EAR160y	M_palmACP_c	0.00432	mM		
Michaelis constant	R_EAR160x	M_palmACP_c	0.006336	mM		
Michaelis constant	R_3OAS180	M_palmACP_c	0.0168	mM		
Michaelis constant	R_FA160ACPHi	M_palmACP_c	0.0009271	mM		
Michaelis constant	R_RBIO	M_palmACP_c	0.05029	mM		
Michaelis constant	R_HSST	M_succoa_c	0.0959	mM	R01777	C00091
Michaelis constant	R_AKGDH	M_succoa_c	0.05312	mM	R08549	C00091
Michaelis constant	R_THDPS	M_succoa_c	0.000756	mM	R04365	C00091
Michaelis constant	R_SUCOAS	M_succoa_c	0.07267	mM	R00405	C00091
Michaelis constant	R_XYLI1	M_xyl__D_c	0.02156	mM	R01432	C00181
Michaelis constant	R_XYLt2pp	M_xyl__D_c	0.003667	mM		C00181
Michaelis constant	R_EX_for_e	M_for_e	0.02887	mM		C00058
Michaelis constant	R_FORtex	M_for_e	0.008781	mM		C00058
substrate catalytic rate constant	R_NDPK5		1.531	1/s	R01857	
substrate catalytic rate constant	R_SHK3Dr		1.233	1/s	R02413	
substrate catalytic rate constant	R_NDPK6		2.452	1/s	R02331	
substrate catalytic rate constant	R_NDPK8		0.781	1/s	R01137	
substrate catalytic rate constant	R_DHORTS		11.93	1/s	R01993	
substrate catalytic rate constant	R_OMPDC		9.997	1/s	R00965	
substrate catalytic rate constant	R_G5SD		3.688	1/s	R03313	
substrate catalytic rate constant	R_CS		154.7	1/s	R00351	
substrate catalytic rate constant	R_ICDHyr		1.634	1/s	R00267	
substrate catalytic rate constant	R_ACALD		6.194	1/s	R00228	
substrate catalytic rate constant	R_PPA		218.9	1/s	R00004	
substrate catalytic rate constant	R_PPCK		32.64	1/s	R00341	
substrate catalytic rate constant	R_ME1		53.27	1/s	R00214	
substrate catalytic rate constant	R_ALATA_L		9.443	1/s	R00258	
substrate catalytic rate constant	R_XYLK		1894	1/s	R01639	
substrate catalytic rate constant	R_RBK		480.9	1/s		
substrate catalytic rate constant	R_GLYK		97.99	1/s	R00847	
substrate catalytic rate constant	R_ASPTA		18.67	1/s	R00355	
substrate catalytic rate constant	R_FBP		55.79	1/s		
substrate catalytic rate constant	R_EX_pi_e		0.7613	1/s		
substrate catalytic rate constant	R_PYK		7.411	1/s	R00200	
substrate catalytic rate constant	R_EX_co2_e		0.1673	1/s		
substrate catalytic rate constant	R_GTHOr		0.6944	1/s	R00115	
substrate catalytic rate constant	R_ILETA		6.389	1/s	R02199	
substrate catalytic rate constant	R_DHORD5		91.23	1/s		
substrate catalytic rate constant	R_VALTA		17.1	1/s	R01214	
substrate catalytic rate constant	R_IPPMIb		5.467	1/s	R03968	
substrate catalytic rate constant	R_ORPT		80.12	1/s	R01870	
substrate catalytic rate constant	R_ACHBS		89.01	1/s	R08648	
substrate catalytic rate constant	R_DHAD2		466.5	1/s	R05070	
substrate catalytic rate constant	R_ACLS		79.02	1/s	R00226	
substrate catalytic rate constant	R_TRPS2		66.45	1/s	R00674	
substrate catalytic rate constant	R_PSCVT		8.495	1/s	R03460	
substrate catalytic rate constant	R_PFL		230.8	1/s	R00212	
substrate catalytic rate constant	R_ANS		121900	1/s	R00986	
substrate catalytic rate constant	R_FRD2		23.07	1/s		
substrate catalytic rate constant	R_ANPRT		1370	1/s	R01073	
substrate catalytic rate constant	R_CHORM		3439000	1/s	R01715	
substrate catalytic rate constant	R_PTAr		25.58	1/s	R00230	
substrate catalytic rate constant	R_CHORS		3288	1/s	R01714	
substrate catalytic rate constant	R_IGPS		894.2	1/s	R03508	
substrate catalytic rate constant	R_ACKr		139.3	1/s	R00315	
substrate catalytic rate constant	R_LEUTAi		0.7791	1/s	R01090	
substrate catalytic rate constant	R_EX_glcn_e		15	1/s		
substrate catalytic rate constant	R_EX_h_e		0.0534	1/s		
substrate catalytic rate constant	R_EX_gln__L_e		3.267	1/s		
substrate catalytic rate constant	R_EX_glyc_e		10.87	1/s		
substrate catalytic rate constant	R_EX_ac_e		3.567	1/s		
substrate catalytic rate constant	R_EX_akg_e		3.725	1/s		
substrate catalytic rate constant	R_EX_pyr_e		8.117	1/s		
substrate catalytic rate constant	R_EX_succ_e		3.422	1/s		
substrate catalytic rate constant	R_EX_rib__D_e		4.716	1/s		
substrate catalytic rate constant	R_EX_fum_e		7.845	1/s		
substrate catalytic rate constant	R_EX_glu__L_e		3.823	1/s		
substrate catalytic rate constant	R_ENO		52.86	1/s	R00658	
substrate catalytic rate constant	R_FBA		40.96	1/s	R01068	
substrate catalytic rate constant	R_HCO3E		3.613	1/s	R10092	
substrate catalytic rate constant	R_IMPC		8.719	1/s	R01127	
substrate catalytic rate constant	R_IMPD		13.77	1/s	R01130	
substrate catalytic rate constant	R_PPS		44.52	1/s	R00199	
substrate catalytic rate constant	R_PGI		84.86	1/s		
substrate catalytic rate constant	R_PGK		114	1/s	R01512	
substrate catalytic rate constant	R_PGL		120.4	1/s	R02035	
substrate catalytic rate constant	R_RPE		2.197	1/s	R01529	
substrate catalytic rate constant	R_DHQTi		114.3	1/s	R03084	
substrate catalytic rate constant	R_IPMD		234.1	1/s	R04426	
substrate catalytic rate constant	R_AIRC3		28.94	1/s	R07405	
substrate catalytic rate constant	R_TALA		1.508	1/s	R01827	
substrate catalytic rate constant	R_ADSL2r		1.216	1/s	R04559	
substrate catalytic rate constant	R_TKT1		2.505	1/s		
substrate catalytic rate constant	R_RNDR1		152.4	1/s	R02017	
substrate catalytic rate constant	R_ALCD2x		1.483	1/s	R00754	
substrate catalytic rate constant	R_RNDR3		112.4	1/s	R02024	
substrate catalytic rate constant	R_RNDR4		158.5	1/s	R02018	
substrate catalytic rate constant	R_TMDS		131.1	1/s	R02101	
substrate catalytic rate constant	R_EX_glc__D_e		7.062	1/s		
substrate catalytic rate constant	R_DHAD1		415.4	1/s	R04441	
substrate catalytic rate constant	R_IPPMIa		5.502	1/s	R04001	
substrate catalytic rate constant	R_MDH		3.021	1/s	R00342	
substrate catalytic rate constant	R_FUM		1.771	1/s	R01082	
substrate catalytic rate constant	R_EX_fru_e		7.609	1/s		
substrate catalytic rate constant	R_EX_xyl__D_e		63.86	1/s		
substrate catalytic rate constant	R_KARA1		1.628	1/s	R04439	
substrate catalytic rate constant	R_KARA2		0.757	1/s		
substrate catalytic rate constant	R_EX_for_e		5.681	1/s		
substrate catalytic rate constant	R_ACCOAC		20.34	1/s	R00742	
substrate catalytic rate constant	R_KAS14		12.49	1/s	R04355	
substrate catalytic rate constant	R_ARGSS		19.36	1/s	R01954	
substrate catalytic rate constant	R_AGPR		10.07	1/s	R03443	
substrate catalytic rate constant	R_ICL		24.82	1/s	R00479	
substrate catalytic rate constant	R_EX_acald_e		9.634	1/s		
substrate catalytic rate constant	R_GLYCL		13.88	1/s	R01221	
substrate catalytic rate constant	R_XYLI1		1.176	1/s	R01432	
substrate catalytic rate constant	R_PPC		398.2	1/s	R00345	
substrate catalytic rate constant	R_G3PT		44.58	1/s	R00841	
substrate catalytic rate constant	R_SADT2		10.51	1/s		
substrate catalytic rate constant	R_AACPS1		66.49	1/s		
substrate catalytic rate constant	R_GHMT2r		2.553	1/s	R00945	
substrate catalytic rate constant	R_DHORD2		6252	1/s		
substrate catalytic rate constant	R_SDPDS		31.95	1/s	R02734	
substrate catalytic rate constant	R_EX_lac__D_e		11.44	1/s		
substrate catalytic rate constant	R_UMPK		2.126	1/s	R00158	
substrate catalytic rate constant	R_CTPS2		139.9	1/s	R00573	
substrate catalytic rate constant	R_NDPK7		2.415	1/s	R02326	
substrate catalytic rate constant	R_TRPS3		19.3	1/s	R02340	
substrate catalytic rate constant	R_ADK1		2.058	1/s	R00127	
substrate catalytic rate constant	R_NDPK2		3.694	1/s	R00156	
substrate catalytic rate constant	R_NDPK4		2.431	1/s	R02093	
substrate catalytic rate constant	R_ACODA		99.12	1/s	R00669	
substrate catalytic rate constant	R_ADSS		166.2	1/s	R01135	
substrate catalytic rate constant	R_ASNS2		108.3	1/s	R00483	
substrate catalytic rate constant	R_ASPCT		875.8	1/s	R01397	
substrate catalytic rate constant	R_MCOATA		0.8721	1/s	R01626	
substrate catalytic rate constant	R_DAPE		3.947	1/s	R02735	
substrate catalytic rate constant	R_DHDPRy		4.353	1/s		
substrate catalytic rate constant	R_HSK		6368	1/s	R01771	
substrate catalytic rate constant	R_SDPTA		3.629	1/s	R04475	
substrate catalytic rate constant	R_THRS		589.7	1/s	R01466	
substrate catalytic rate constant	R_HSST		45140	1/s	R01777	
substrate catalytic rate constant	R_PPNDH		996.8	1/s	R01373	
substrate catalytic rate constant	R_DTMPK		1.319	1/s	R02094	
substrate catalytic rate constant	R_NDPK1		1.242	1/s	R00330	
substrate catalytic rate constant	R_TRDR		1.503	1/s	R02016	
substrate catalytic rate constant	R_DDPA		4756	1/s	R01826	
substrate catalytic rate constant	R_MALS		107.8	1/s	R00472	
substrate catalytic rate constant	R_NADTRHD		6.531	1/s	R00112	
substrate catalytic rate constant	R_G3PD2		41.89	1/s	R00844	
substrate catalytic rate constant	R_GMPS2		25.29	1/s	R01231	
substrate catalytic rate constant	R_AACPS3		58.81	1/s		
substrate catalytic rate constant	R_P5CR		3.12	1/s	R01251	
substrate catalytic rate constant	R_G5SADs		228.1	1/s	R03314	
substrate catalytic rate constant	R_AKGDH		24.43	1/s	R08549	
substrate catalytic rate constant	R_ATPPRT		366.7	1/s	R01071	
substrate catalytic rate constant	R_HISTD		80.07	1/s	R01158	
substrate catalytic rate constant	R_DHDPS		536.5	1/s		
substrate catalytic rate constant	R_IGPDH		133.2	1/s	R03457	
substrate catalytic rate constant	R_PRPPS		14.68	1/s		
substrate catalytic rate constant	R_PRATPP		295.7	1/s	R04035	
substrate catalytic rate constant	R_GLUN		42.72	1/s	R00256	
substrate catalytic rate constant	R_PRMICI		1.787	1/s	R04640	
substrate catalytic rate constant	R_GLUPRT		5499	1/s	R01072	
substrate catalytic rate constant	R_SERAT		3.597	1/s	R00586	
substrate catalytic rate constant	R_CYSS		3513	1/s	R00897	
substrate catalytic rate constant	R_BPNT		74.16	1/s	R00188	
substrate catalytic rate constant	R_PAPSR		412.9	1/s	R02021	
substrate catalytic rate constant	R_ASPK		1.337	1/s	R00480	
substrate catalytic rate constant	R_ASAD		16.81	1/s	R02291	
substrate catalytic rate constant	R_DAPDC		63.81	1/s	R00451	
substrate catalytic rate constant	R_OCBT		2.32	1/s	R01398	
substrate catalytic rate constant	R_GARFT		11.13	1/s	R04325	
substrate catalytic rate constant	R_PHETA1		10.73	1/s	R00694	
substrate catalytic rate constant	R_PPND		2448	1/s	R01728	
substrate catalytic rate constant	R_PRAMPC		291.8	1/s	R04037	
substrate catalytic rate constant	R_GLYCK2		69.09	1/s	R08572	
substrate catalytic rate constant	R_ACOTA		4.699	1/s	R02283	
substrate catalytic rate constant	R_SULR		11.08	1/s	R00858	
substrate catalytic rate constant	R_PRAGSr		2.465	1/s	R04144	
substrate catalytic rate constant	R_PRFGS		31.04	1/s		
substrate catalytic rate constant	R_PSERT		19.16	1/s	R04173	
substrate catalytic rate constant	R_AIRC2		219.5	1/s		
substrate catalytic rate constant	R_GAPD		30.07	1/s	R01061	
substrate catalytic rate constant	R_GND		22.87	1/s	R01528	
substrate catalytic rate constant	R_G6PDH2r		4.72	1/s	R00835	
substrate catalytic rate constant	R_ME2		47.17	1/s	R00216	
substrate catalytic rate constant	R_ARGSL		3.668	1/s	R01086	
substrate catalytic rate constant	R_CBPS		574.6	1/s	R00575	
substrate catalytic rate constant	R_GLU5K		5.201	1/s	R00239	
substrate catalytic rate constant	R_IPPS		100	1/s	R01213	
substrate catalytic rate constant	R_ACOATA		0.8585	1/s	R01624	
substrate catalytic rate constant	R_ACtex		23.85	1/s		
substrate catalytic rate constant	R_ACALDtex		9.499	1/s		
substrate catalytic rate constant	R_PSP_L		43.66	1/s	R00582	
substrate catalytic rate constant	R_ADSK		32.56	1/s	R00509	
substrate catalytic rate constant	R_SUCCt2_2pp		13	1/s		
substrate catalytic rate constant	R_HSDy		8.178	1/s	R01775	
substrate catalytic rate constant	R_CYSTL		265.8	1/s	R01286	
substrate catalytic rate constant	R_SHSL1		784000	1/s	R03260	
substrate catalytic rate constant	R_SULabcpp		133.4	1/s		
substrate catalytic rate constant	R_GLUtex		22.04	1/s		
substrate catalytic rate constant	R_AKGt2rpp		20.93	1/s		
substrate catalytic rate constant	R_XYLt2pp		5.958	1/s		
substrate catalytic rate constant	R_GLYCtex		8.507	1/s		
substrate catalytic rate constant	R_Htex		1077	1/s		
substrate catalytic rate constant	R_H2Otex		25.37	1/s		
substrate catalytic rate constant	R_O2tpp		0.1404	1/s		
substrate catalytic rate constant	R_PYRt2rpp		11.46	1/s		
substrate catalytic rate constant	R_THD2pp		11.3	1/s		
substrate catalytic rate constant	R_TKT2		1.009	1/s	R01830	
substrate catalytic rate constant	R_ATPS4rpp		6.136	1/s		
substrate catalytic rate constant	R_CO2tpp		386.7	1/s		
substrate catalytic rate constant	R_GK1		2.984	1/s	R00332	
substrate catalytic rate constant	R_GLCNtex		6.348	1/s		
substrate catalytic rate constant	R_GLNtex		109.4	1/s		
substrate catalytic rate constant	R_O2tex		0.144	1/s		
substrate catalytic rate constant	R_D_LACtex		8.121	1/s		
substrate catalytic rate constant	R_GLCtex_copy1		12.6	1/s		
substrate catalytic rate constant	R_FUMt2_2pp		12.37	1/s		
substrate catalytic rate constant	R_PItex		95.79	1/s		
substrate catalytic rate constant	R_CYTBDpp		21.61	1/s		
substrate catalytic rate constant	R_CYTBD2pp		47.41	1/s		
substrate catalytic rate constant	R_ACALDtpp		9.469	1/s		
substrate catalytic rate constant	R_ACt2rpp		21.94	1/s		
substrate catalytic rate constant	R_METS		37.14	1/s	R00946	
substrate catalytic rate constant	R_EX_glyc__R_e		12.98	1/s		
substrate catalytic rate constant	R_FRUtex		11.78	1/s		
substrate catalytic rate constant	R_FUMtex		11.45	1/s		
substrate catalytic rate constant	R_PRASCSi		1756	1/s	R04591	
substrate catalytic rate constant	R_MTHFC		7.616	1/s	R01655	
substrate catalytic rate constant	R_MTHFD		5.164	1/s	R01220	
substrate catalytic rate constant	R_XYLtex		1.697	1/s		
substrate catalytic rate constant	R_FORtppi		8.71	1/s		
substrate catalytic rate constant	R_PYRtex		11.1	1/s		
substrate catalytic rate constant	R_SO4tex		12.91	1/s		
substrate catalytic rate constant	R_SUCCtex		48.83	1/s		
substrate catalytic rate constant	R_GRXR		11.61	1/s		
substrate catalytic rate constant	R_RNDR1b		30.5	1/s		
substrate catalytic rate constant	R_RNDR2b		22.29	1/s		
substrate catalytic rate constant	R_MALt2_2pp		15.38	1/s		
substrate catalytic rate constant	R_NH4tpp		32.09	1/s		
substrate catalytic rate constant	R_NH4tex		31.99	1/s		
substrate catalytic rate constant	R_RIBabcpp		21.25	1/s		
substrate catalytic rate constant	R_GLYCAt2rpp		7.967	1/s		
substrate catalytic rate constant	R_GLYCAtex		7.24	1/s		
substrate catalytic rate constant	R_GLYCtpp		15.94	1/s		
substrate catalytic rate constant	R_H2Otpp		25.42	1/s		
substrate catalytic rate constant	R_GLNabcpp		73	1/s		
substrate catalytic rate constant	R_CO2tex		380.5	1/s		
substrate catalytic rate constant	R_GLUt2rpp		20.51	1/s		
substrate catalytic rate constant	R_ACGK		37.2	1/s	R02649	
substrate catalytic rate constant	R_GNK		145.1	1/s	R01737	
substrate catalytic rate constant	R_GLUDy		72.96	1/s	R00248	
substrate catalytic rate constant	R_GLCNt2rpp		7.125	1/s		
substrate catalytic rate constant	R_GLCptspp		12.76	1/s		
substrate catalytic rate constant	R_EX_h2o_e		3.275	1/s		
substrate catalytic rate constant	R_HSTPT		4.69	1/s	R03243	
substrate catalytic rate constant	R_THDPS		0.9295	1/s	R04365	
substrate catalytic rate constant	R_ATPM		274.8	1/s	R00086	
substrate catalytic rate constant	R_THRD_L		22140	1/s	R00996	
substrate catalytic rate constant	R_ETOHtex		6.198	1/s		
substrate catalytic rate constant	R_RNDR2		113.1	1/s	R02019	
substrate catalytic rate constant	R_DHFR		0.622	1/s	R00939	
substrate catalytic rate constant	R_PRAIi		94.57	1/s	R03509	
substrate catalytic rate constant	R_EX_mal__L_e		5.195	1/s		
substrate catalytic rate constant	R_TYRTA		6.766	1/s	R00734	
substrate catalytic rate constant	R_SHKK		295.6	1/s	R02412	
substrate catalytic rate constant	R_EX_so4_e		6.876	1/s		
substrate catalytic rate constant	R_GLUSy		15.36	1/s	R00114	
substrate catalytic rate constant	R_OMCDC		16.83	1/s	R01652	
substrate catalytic rate constant	R_IG3PS		302	1/s	R04558	
substrate catalytic rate constant	R_PDH		43.12	1/s	R00209	
substrate catalytic rate constant	R_MTHFR2		5.015	1/s	R07168	
substrate catalytic rate constant	R_EX_nh4_e		2.539	1/s		
substrate catalytic rate constant	R_DUTPDP		768.5	1/s	R02100	
substrate catalytic rate constant	R_NTP5		377.1	1/s	R00569	
substrate catalytic rate constant	R_FORt2pp		6.235	1/s		
substrate catalytic rate constant	R_EX_etoh_e		15.4	1/s		
substrate catalytic rate constant	R_GLNS		133.3	1/s	R00253	
substrate catalytic rate constant	R_ACGS		186.1	1/s	R00259	
substrate catalytic rate constant	R_SUCOAS		60.9	1/s	R00405	
substrate catalytic rate constant	R_PRAIS		44.11	1/s		
substrate catalytic rate constant	R_AACPS8		64.07	1/s		
substrate catalytic rate constant	R_AACPS9		78.28	1/s		
substrate catalytic rate constant	R_AACPS6		32.33	1/s		
substrate catalytic rate constant	R_AACPS7		46.32	1/s		
substrate catalytic rate constant	R_HISTP		79.8	1/s	R03013	
substrate catalytic rate constant	R_LDH_D		8.84	1/s	R00704	
substrate catalytic rate constant	R_KAS15		9.993	1/s	R10707	
substrate catalytic rate constant	R_T2DECAI		0.8675	1/s		
substrate catalytic rate constant	R_3OAS161		11.3	1/s		
substrate catalytic rate constant	R_DHQS		4633000	1/s	R03083	
substrate catalytic rate constant	R_EAR161x		11.18	1/s		
substrate catalytic rate constant	R_PGCD		54.57	1/s	R01513	
substrate catalytic rate constant	R_MALtex		16.67	1/s		
substrate catalytic rate constant	R_3OAS141		11.29	1/s		
substrate catalytic rate constant	R_3OAR121		7.326	1/s		
substrate catalytic rate constant	R_ADSL1r		1.238	1/s	R01083	
substrate catalytic rate constant	R_AICART		1.235	1/s	R04560	
substrate catalytic rate constant	R_D_LACt2pp		8.784	1/s		
substrate catalytic rate constant	R_RIBtex		18.2	1/s		
substrate catalytic rate constant	R_FRUpts2pp		12.05	1/s		
substrate catalytic rate constant	R_FORtex		15.36	1/s		
substrate catalytic rate constant	R_PFK		756.1	1/s		
substrate catalytic rate constant	R_PGM		127.3	1/s	R01518	
substrate catalytic rate constant	R_CYTBO3_4pp		7.139	1/s		
substrate catalytic rate constant	R_EAR141x		11.15	1/s		
substrate catalytic rate constant	R_EAR181x		13.5	1/s		
substrate catalytic rate constant	R_TPI		79.36	1/s	R01015	
substrate catalytic rate constant	R_RPI		50.52	1/s		
substrate catalytic rate constant	R_3OAR120		1.648	1/s	R04964	
substrate catalytic rate constant	R_3HAD80		20.28	1/s	R04537	
substrate catalytic rate constant	R_3HAD120		20.31	1/s	R04965	
substrate catalytic rate constant	R_EAR180x		13.14	1/s		
substrate catalytic rate constant	R_AKGtex		22.57	1/s		
substrate catalytic rate constant	R_SO4t2pp		5.961	1/s		
substrate catalytic rate constant	R_EAR180y		8.873	1/s		
substrate catalytic rate constant	R_ACONTb		10.55	1/s	R01900	
substrate catalytic rate constant	R_3HAD161		20.1	1/s		
substrate catalytic rate constant	R_SUCDi		297.1	1/s		
substrate catalytic rate constant	R_ASNS1		930	1/s	R00578	
substrate catalytic rate constant	R_EAR80y		8.962	1/s		
substrate catalytic rate constant	R_EAR120y		9.392	1/s		
substrate catalytic rate constant	R_3OAR181		8.953	1/s		
substrate catalytic rate constant	R_3HAD121		20.1	1/s		
substrate catalytic rate constant	R_EX_o2_e		959.2	1/s		
substrate catalytic rate constant	R_EAR140x		13.8	1/s		
substrate catalytic rate constant	R_3OAS181		11.83	1/s		
