!!SBtab TableID='ParameterKcat' TableType='Quantity' TableName='ParameterKcat' SBtabVersion='1.0'
!QuantityType	!Compound	!Reaction	!Unit	!Mean	!Std	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
product catalytic rate constant		R_PPND	1/s	19.9767127958197	NaN		R01728
product catalytic rate constant		R_PRAMPC	1/s	9.31903097116646	NaN		R04037
product catalytic rate constant		R_GLYCK2	1/s	3.37365485387144	NaN		R08572
product catalytic rate constant		R_ACOTA	1/s	13.3069959506178	NaN		R02283
substrate catalytic rate constant		R_ACOTA	1/s	6.93605394448492	NaN		R02283
product catalytic rate constant		R_SULR	1/s	4.39503323136229	NaN		R00858
product catalytic rate constant		R_PRAGSr	1/s	13.6898473497048	NaN		R04144
substrate catalytic rate constant		R_PRAGSr	1/s	4.62882362857386	NaN		R04144
product catalytic rate constant		R_PRFGS	1/s	10.2302193425557	NaN		
product catalytic rate constant		R_PSERT	1/s	37.4134199559911	NaN		R04173
product catalytic rate constant		R_AIRC2	1/s	48.1710466113289	NaN		
product catalytic rate constant		R_GAPD	1/s	35.7649614246495	NaN		R01061
substrate catalytic rate constant		R_GAPD	1/s	31.4972936084691	NaN		R01061
product catalytic rate constant		R_GND	1/s	66.7611983218546	NaN		R01528
product catalytic rate constant		R_G6PDH2r	1/s	163.678729835396	NaN		R00835
substrate catalytic rate constant		R_G6PDH2r	1/s	7.32202599858373	NaN		R00835
product catalytic rate constant		R_ME2	1/s	20.8905462009082	NaN		R00216
product catalytic rate constant		R_ARGSL	1/s	8.56786575709911	NaN		R01086
substrate catalytic rate constant		R_ARGSL	1/s	5.95747949796351	NaN		R01086
product catalytic rate constant		R_CBPS	1/s	2.65017997433225	NaN		R00575
product catalytic rate constant		R_GLU5K	1/s	12.2219245741267	NaN		R00239
product catalytic rate constant		R_IPPS	1/s	8.60686706920375	NaN		R01213
product catalytic rate constant		R_ACOATA	1/s	2.66105992730809	NaN		R01624
substrate catalytic rate constant		R_ACOATA	1/s	2.66105992730809	NaN		R01624
product catalytic rate constant		R_PSP_L	1/s	2693.14210994718	NaN		R00582
product catalytic rate constant		R_ADSK	1/s	85.0720534858788	NaN		R00509
product catalytic rate constant		R_HSDy	1/s	3.07355564669199	NaN		R01775
substrate catalytic rate constant		R_HSDy	1/s	10.5605389805061	NaN		R01775
product catalytic rate constant		R_CYSTL	1/s	6.47745038529771	NaN		R01286
